GDP,CPI,TAMIT,RS,HS,PPI,MTIS,U,MS,PI
1421.47,-0.14,1019.77,377.32,1.0,-0.5,1323.79,6.97,1090.61,225.87
1346.6,-0.16,1019.77,386.06,1.0,-0.54,1301.03,7.21,1112.88,232.92
1408.45,-0.16,1019.76,386.54,0.92,-0.46,1296.03,7.75,1104.6,238.05
1395.08,-0.08,1019.76,386.67,0.92,-0.47,1228.1,8.23,1070.63,257.61
1388.16,-0.08,1019.75,366.58,0.98,-0.49,1244.02,7.68,1037.44,273.39
1443.35,-0.06,1019.75,389.24,0.99,-0.4,1290.54,7.64,1074.02,282.57
1546.69,-0.12,1019.76,395.26,1.01,-0.41,1329.93,7.24,1053.69,281.99
1505.37,-0.03,1019.76,423.5,1.05,-0.43,1278.21,7.34,1082.45,297.12
1515.33,-0.11,1019.77,428.56,1.0,-0.44,1298.77,6.6,1063.8,306.11
1567.11,-0.07,1019.75,456.81,0.93,-0.42,1236.77,7.12,1073.16,289.63
1534.23,-0.06,1019.76,450.43,0.9,-0.47,1271.17,7.05,1053.87,277.69
1518.38,0.0,1019.76,467.63,0.82,-0.47,1189.6,6.43,1055.24,263.82
1510.19,-0.01,1019.76,495.17,0.94,-0.42,1143.04,5.7,1123.94,275.92
1522.74,0.07,1019.78,505.86,0.8,-0.44,1189.43,6.05,1116.7,276.35
1504.4,0.11,1019.82,509.58,0.71,-0.48,1242.22,5.26,1090.55,275.77
1507.57,0.11,1019.81,501.88,0.62,-0.49,1180.83,5.92,1108.76,278.85
1544.09,0.22,1019.81,526.83,0.78,-0.41,1195.43,6.26,1101.03,270.56
1613.58,0.21,1019.87,489.6,0.81,-0.42,1262.67,6.63,1072.12,263.77
1591.99,0.15,1019.86,471.0,0.71,-0.4,1257.91,7.13,1063.8,270.7
1613.88,0.12,1019.87,480.36,0.77,-0.45,1280.59,7.18,1063.99,272.17
1598.91,0.09,1019.88,513.34,0.79,-0.45,1261.95,6.28,1064.43,271.59
1645.2,-0.02,1019.86,501.66,0.89,-0.45,1307.94,6.51,1060.63,255.23
1580.42,-0.02,1019.88,451.52,0.79,-0.42,1277.77,6.29,1095.59,241.75
1557.48,0.01,1019.93,464.71,0.85,-0.43,1242.4,6.2,1093.86,257.79
1602.98,0.04,1019.94,442.68,0.84,-0.47,1312.08,5.9,1037.02,251.14
1654.27,0.02,1019.94,438.43,0.69,-0.4,1231.54,6.04,1046.2,238.31
1736.89,-0.04,1020.0,389.98,0.61,-0.35,1300.36,6.45,1046.36,242.53
1725.3,-0.04,1020.05,426.4,0.59,-0.31,1242.16,6.14,1083.92,255.83
1761.25,-0.07,1020.05,437.75,0.62,-0.19,1263.32,5.49,1060.19,258.35
1721.91,-0.08,1020.04,445.13,0.7,-0.19,1340.54,5.11,1075.49,246.72
1704.04,-0.14,1020.05,436.35,0.67,-0.23,1317.81,4.95,1017.22,248.24
1585.61,-0.16,1020.05,429.92,0.57,-0.23,1358.3,5.39,1075.47,223.62
1619.7,-0.21,1020.09,405.14,0.68,-0.19,1302.88,5.32,1011.15,226.55
1550.03,-0.21,1020.13,451.93,0.74,-0.22,1344.09,6.44,993.99,207.87
1555.22,-0.22,1020.09,426.24,0.72,-0.18,1277.06,5.51,1015.5,215.64
1526.85,-0.28,1020.04,431.66,0.67,-0.15,1224.91,6.0,1012.82,228.72
1484.08,-0.21,1020.0,421.51,0.68,-0.04,1241.43,5.47,966.79,218.87
1502.3,-0.23,1019.97,444.77,0.72,-0.11,1243.15,6.09,970.2,209.53
1563.09,-0.21,1019.93,472.57,0.8,-0.11,1322.59,5.9,1010.13,197.63
1528.64,-0.24,1019.94,486.02,0.92,-0.17,1282.03,6.41,995.12,228.94
1618.53,-0.27,1019.93,447.85,0.99,-0.23,1299.91,6.81,1043.37,251.87
1544.34,-0.3,1019.92,436.22,0.89,-0.27,1283.98,6.54,1022.78,242.4
1524.01,-0.24,1019.9,431.88,0.85,-0.36,1324.97,5.74,1056.43,246.26
1496.42,-0.2,1019.85,425.67,0.76,-0.36,1314.94,5.83,1091.52,241.04
1557.58,-0.15,1019.85,427.45,0.92,-0.45,1333.75,6.07,1077.67,244.14
1555.31,-0.12,1019.91,461.67,0.98,-0.4,1388.49,6.91,1058.48,261.46
1477.31,-0.17,1019.89,473.9,0.97,-0.45,1317.98,7.27,1063.95,263.08
1529.14,-0.14,1019.88,454.59,0.93,-0.45,1335.55,7.5,1023.51,257.11
1483.4,-0.17,1019.88,491.2,0.89,-0.47,1296.54,7.16,1014.22,254.82
1621.55,-0.28,1019.87,484.33,0.82,-0.42,1300.9,6.65,1010.6,260.31
1599.8,-0.17,1019.86,501.86,0.87,-0.41,1247.72,5.94,1036.23,257.47
1605.91,-0.19,1019.83,511.19,0.88,-0.4,1304.06,6.25,1067.37,238.41
1518.12,-0.21,1019.81,520.12,0.89,-0.41,1250.0,6.22,1062.96,246.53
1602.04,-0.21,1019.79,491.43,1.1,-0.42,1224.62,6.09,976.38,251.86
1463.97,-0.26,1019.87,461.87,1.26,-0.52,1265.77,6.6,946.48,248.1
1464.71,-0.26,1019.88,469.89,0.97,-0.62,1232.89,6.33,952.31,244.38
1396.84,-0.2,1019.95,466.11,0.96,-0.55,1280.87,5.28,942.21,249.23
1362.19,-0.19,1019.89,481.18,0.82,-0.57,1318.76,5.13,968.83,237.37
1322.91,-0.29,1019.92,494.34,0.87,-0.56,1291.77,4.74,940.43,247.98
1256.0,-0.33,1019.88,515.44,1.01,-0.53,1257.08,4.94,926.41,247.26
1348.15,-0.31,1019.86,541.88,0.95,-0.52,1221.73,5.42,971.29,251.13
1437.12,-0.26,1019.83,507.12,0.9,-0.49,1214.6,5.43,967.64,251.18
1414.88,-0.17,1019.81,518.06,0.91,-0.45,1255.2,4.87,999.33,265.1
1415.68,-0.11,1019.78,500.94,0.88,-0.46,1232.76,5.41,992.45,276.2
1471.01,-0.16,1019.77,540.41,0.98,-0.52,1190.82,5.34,964.31,289.04
1499.26,-0.2,1019.78,539.98,0.88,-0.59,1227.61,6.52,923.0,301.49
1455.13,-0.24,1019.73,510.88,0.79,-0.47,1228.85,5.93,943.28,292.48
1539.37,-0.27,1019.72,525.59,0.93,-0.49,1232.9,6.71,922.13,275.69
1523.2,-0.27,1019.72,507.77,1.06,-0.38,1238.64,5.85,927.59,284.55
1528.3,-0.24,1019.68,503.59,1.06,-0.43,1213.02,6.03,955.82,276.48
1547.0,-0.29,1019.65,534.56,0.96,-0.48,1231.78,5.66,960.12,272.05
1545.75,-0.29,1019.63,570.06,0.9,-0.48,1162.83,6.16,988.38,287.89
1549.26,-0.29,1019.59,575.1,0.93,-0.42,1182.87,6.3,980.02,307.31
1600.29,-0.29,1019.55,585.5,0.93,-0.48,1138.9,5.98,1002.97,308.02
1528.63,-0.28,1019.5,554.21,0.89,-0.4,1225.65,6.18,973.9,301.54
1517.1,-0.3,1019.47,548.3,0.65,-0.46,1210.36,6.01,969.67,301.9
1592.63,-0.28,1019.58,530.11,0.63,-0.44,1219.14,6.24,971.21,310.03
1607.99,-0.25,1019.54,501.52,0.64,-0.43,1189.23,6.42,983.52,337.28
1695.21,-0.2,1019.52,476.92,0.78,-0.41,1122.31,5.99,1041.81,346.88
1777.25,-0.2,1019.57,474.1,0.78,-0.45,1169.72,6.8,1001.8,348.11
1878.31,-0.18,1019.53,454.45,0.96,-0.38,1249.17,6.64,978.85,344.34
1917.41,-0.13,1019.59,412.83,0.97,-0.42,1256.46,6.02,986.97,326.87
1835.76,-0.09,1019.59,426.76,1.03,-0.47,1243.68,6.59,1019.83,304.69
1815.47,-0.1,1019.59,438.28,1.11,-0.45,1219.18,6.42,1023.65,298.83
1822.82,-0.11,1019.59,440.92,1.11,-0.4,1209.65,6.45,1019.81,297.44
1905.16,-0.19,1019.58,437.82,1.05,-0.47,1265.4,6.62,978.56,302.75
1865.26,-0.12,1019.57,453.99,1.07,-0.5,1294.15,7.12,978.2,277.11
1785.57,-0.15,1019.56,461.45,1.1,-0.47,1237.37,6.92,1001.18,280.88
1653.85,-0.17,1019.56,430.68,1.21,-0.51,1185.8,6.82,994.03,269.11
1649.59,-0.17,1019.58,430.4,1.33,-0.52,1232.16,6.49,987.86,280.66
1680.74,-0.16,1019.57,458.09,1.25,-0.5,1219.6,6.2,970.85,300.11
1578.83,-0.18,1019.57,490.32,1.27,-0.5,1250.31,6.51,914.64,330.08
1486.95,-0.19,1019.57,488.52,1.36,-0.37,1259.03,7.03,974.67,312.35
1566.67,-0.22,1019.57,462.55,1.56,-0.44,1261.14,6.16,980.04,324.93
1622.2,-0.16,1019.56,461.49,1.63,-0.37,1296.01,5.44,970.29,336.14
1642.04,-0.2,1019.53,477.11,1.52,-0.34,1315.49,5.05,963.92,337.18
1653.73,-0.19,1019.51,483.52,1.59,-0.37,1336.69,4.87,990.23,315.47
1654.53,-0.14,1019.5,483.06,1.62,-0.3,1365.43,4.74,1001.88,307.19
1639.23,-0.08,1019.49,465.27,1.68,-0.29,1336.72,4.16,1005.57,281.75
1583.75,-0.14,1019.47,453.83,1.78,-0.23,1291.83,4.58,957.55,299.09
1619.06,-0.13,1019.46,500.58,1.69,-0.26,1300.61,5.28,968.31,310.49
1594.81,-0.06,1019.44,519.75,1.39,-0.28,1265.42,5.83,936.38,313.82
1557.69,-0.12,1019.49,531.39,1.25,-0.18,1295.78,6.39,887.5,310.5
1555.75,-0.09,1019.5,527.98,1.34,-0.12,1291.98,6.48,885.45,305.63
1586.27,-0.2,1019.5,498.34,1.38,-0.16,1268.09,5.86,949.67,296.49
1530.53,-0.15,1019.49,487.84,1.31,-0.1,1237.89,5.48,933.86,290.46
1565.79,-0.13,1019.48,490.69,1.15,-0.09,1262.11,4.86,941.58,270.9
1576.41,-0.13,1019.48,540.53,1.23,-0.16,1249.26,4.65,1002.4,275.94
1550.83,-0.11,1019.5,540.35,1.31,-0.12,1223.54,5.47,984.97,271.33
1553.93,-0.05,1019.46,550.55,1.28,-0.17,1276.06,5.81,966.2,264.25
1491.13,-0.09,1019.46,559.9,1.27,-0.26,1326.29,5.02,994.55,270.46
1523.4,-0.09,1019.43,550.46,1.32,-0.34,1280.45,4.93,1015.47,271.16
1541.41,-0.09,1019.43,551.03,1.43,-0.31,1285.03,4.05,1040.07,251.71
1540.03,-0.21,1019.38,558.79,1.24,-0.29,1226.96,3.89,1028.53,274.3
1540.22,-0.21,1019.39,529.82,1.16,-0.36,1230.75,4.1,972.63,266.38
1537.44,-0.21,1019.38,523.51,1.09,-0.35,1245.07,4.2,1011.13,269.2
1613.2,-0.27,1019.36,536.98,1.15,-0.36,1293.94,4.58,1021.89,312.64
1669.79,-0.29,1019.32,528.97,1.05,-0.42,1254.27,5.06,1049.66,334.8
1653.67,-0.34,1019.29,523.53,0.88,-0.37,1214.22,5.82,1039.59,310.41
1584.49,-0.32,1019.25,506.58,0.96,-0.4,1256.45,4.78,1053.02,301.95
1588.64,-0.35,1019.16,506.31,1.14,-0.47,1203.31,4.79,1064.55,305.95
1630.69,-0.29,1019.15,491.24,0.89,-0.49,1250.31,5.51,1069.98,311.29
1648.21,-0.29,1019.18,486.6,0.97,-0.45,1226.23,5.11,1049.33,308.18
1551.28,-0.25,1019.15,536.14,0.93,-0.49,1192.95,5.44,1042.55,316.39
1549.63,-0.21,1019.13,521.66,1.1,-0.44,1203.55,6.1,1077.5,318.2
1531.35,-0.23,1019.15,534.62,1.22,-0.55,1253.96,5.78,1085.12,303.39
1577.92,-0.15,1019.13,518.35,1.28,-0.55,1223.88,6.4,1093.26,289.22
1594.84,-0.2,1019.11,524.54,1.4,-0.49,1202.74,5.77,1084.1,301.92
1622.73,-0.23,1019.09,499.02,1.12,-0.49,1187.56,6.18,1033.03,317.8
1580.47,-0.11,1019.15,494.05,1.27,-0.56,1141.87,5.65,1005.6,332.9
1716.17,-0.11,1019.17,474.37,1.17,-0.42,1154.1,5.64,935.56,331.32
1705.31,-0.08,1019.2,486.35,1.12,-0.37,1098.42,5.48,949.69,325.63
1665.36,-0.08,1019.2,492.16,1.12,-0.4,1099.86,5.18,970.81,306.79
1696.41,-0.07,1019.19,510.19,1.13,-0.32,1104.7,6.04,975.48,295.08
1719.68,-0.16,1019.16,491.29,1.14,-0.32,1109.28,7.09,968.62,279.67
1750.88,-0.13,1019.11,445.2,1.04,-0.38,1168.54,7.24,976.95,266.34
1708.25,-0.1,1019.13,408.41,1.03,-0.32,1203.46,7.62,971.82,269.73
1717.99,-0.1,1019.14,466.24,1.05,-0.41,1185.72,7.63,976.75,269.59
1800.92,-0.12,1019.16,470.4,1.18,-0.41,1140.43,6.82,992.33,267.63
1821.65,-0.15,1019.16,434.67,1.09,-0.34,1184.63,7.28,1022.64,278.9
1756.18,-0.19,1019.17,412.42,1.11,-0.38,1156.09,6.85,1019.37,273.72
1770.08,-0.17,1019.15,435.48,0.92,-0.32,1086.08,6.73,1045.3,270.17
1629.79,-0.21,1019.2,425.32,1.09,-0.31,1115.93,6.35,1028.32,257.56
1596.2,-0.16,1019.24,430.07,1.19,-0.32,1155.03,5.8,1023.2,249.34
1527.32,-0.08,1019.22,431.62,1.04,-0.37,1163.99,5.48,1027.25,249.42
1576.3,-0.04,1019.25,411.21,1.05,-0.39,1101.93,5.79,996.58,226.55
1535.86,-0.07,1019.25,384.45,1.05,-0.43,1040.2,6.98,1003.39,258.8
1485.5,-0.14,1019.21,401.95,1.06,-0.44,1082.73,6.38,1028.92,279.62
1517.25,-0.14,1019.19,419.46,1.18,-0.46,1017.21,6.41,1035.31,294.07
1512.14,-0.21,1019.2,414.62,1.33,-0.43,1090.1,6.37,967.71,277.55
1571.51,-0.23,1019.2,398.41,1.42,-0.48,1190.15,6.75,1000.98,273.26
1472.45,-0.25,1019.18,370.05,1.49,-0.49,1187.03,6.9,999.55,265.04
1510.91,-0.24,1019.17,375.85,1.31,-0.37,1193.01,6.61,1010.4,266.15
1529.6,-0.16,1019.16,397.0,1.39,-0.4,1223.61,6.68,1000.0,275.69
1584.8,-0.11,1019.16,423.96,1.28,-0.36,1214.02,5.98,984.81,253.54
1646.34,-0.14,1019.16,421.54,1.22,-0.43,1230.32,7.01,971.41,268.56
1637.25,-0.14,1019.12,476.46,1.28,-0.45,1267.84,6.31,957.35,268.96
1581.67,-0.08,1019.13,420.11,1.22,-0.47,1267.27,6.6,974.14,268.74
1549.12,0.02,1019.15,432.61,1.22,-0.45,1216.19,6.39,948.57,275.55
1525.41,0.03,1019.15,451.1,1.12,-0.44,1236.2,5.75,998.11,280.49
1606.97,0.1,1019.16,446.83,1.13,-0.48,1323.0,6.17,1035.24,288.05
1645.77,0.1,1019.15,435.43,1.02,-0.58,1328.31,5.86,1049.43,279.96
1638.4,0.04,1019.16,425.4,1.07,-0.54,1329.43,5.53,1080.34,274.67
1624.74,0.02,1019.16,443.67,1.07,-0.55,1294.08,5.22,1024.91,280.98
1602.51,-0.04,1019.16,459.35,1.04,-0.54,1262.22,5.76,1018.75,279.9
1619.78,-0.05,1019.15,433.92,1.07,-0.52,1231.5,5.65,1010.23,287.62
1644.89,-0.14,1019.15,421.24,0.97,-0.6,1243.05,5.36,1006.23,276.53
1683.49,-0.18,1019.16,409.49,1.0,-0.55,1295.52,4.8,972.38,280.15
1666.09,-0.15,1019.13,469.28,0.95,-0.56,1233.88,5.25,975.84,270.89
1663.67,-0.16,1019.14,454.22,1.01,-0.62,1214.47,5.12,915.14,273.55
1682.55,-0.15,1019.14,442.41,0.96,-0.56,1227.29,5.45,948.93,261.66
1784.77,-0.11,1019.13,467.81,1.01,-0.49,1308.02,5.66,997.67,277.29
1739.66,-0.15,1019.14,492.95,1.08,-0.54,1344.92,5.52,989.19,269.18
1635.19,-0.14,1019.14,508.02,1.13,-0.49,1374.27,6.3,1002.11,272.71
1667.92,-0.16,1019.12,491.14,1.03,-0.57,1430.86,6.28,986.42,284.07
1662.01,-0.17,1019.12,488.13,1.14,-0.5,1406.17,5.73,963.91,271.24
1612.14,-0.05,1019.12,494.66,1.24,-0.48,1352.17,5.84,1025.96,280.65
1638.66,-0.04,1019.13,493.29,1.25,-0.45,1354.96,7.09,1014.81,274.58
1660.01,-0.09,1019.08,496.0,1.26,-0.47,1299.94,7.04,1032.96,278.73
1716.34,-0.02,1019.08,492.94,1.23,-0.46,1236.99,7.72,1039.77,290.88
1583.57,0.03,1019.07,475.7,1.16,-0.44,1234.26,7.67,1001.64,282.02
1522.11,-0.02,1019.09,451.9,1.2,-0.49,1185.77,7.95,1031.49,313.06
1519.07,-0.07,1019.1,448.2,1.24,-0.51,1149.25,8.76,1077.69,316.46
1554.79,-0.06,1019.08,426.86,1.11,-0.44,1173.71,8.64,1003.39,309.49
1586.36,-0.08,1019.12,407.04,0.92,-0.54,1109.96,8.08,1013.1,314.6
1618.61,-0.05,1019.17,455.45,0.97,-0.47,1095.36,8.91,1033.68,331.14
1571.6,-0.09,1019.18,450.02,1.15,-0.53,1182.7,8.88,1006.25,328.39
1639.94,-0.1,1019.22,422.27,1.24,-0.61,1221.17,8.46,1015.03,323.32
1634.27,-0.13,1019.23,435.69,1.2,-0.6,1249.36,8.34,1000.17,305.69
1642.89,-0.16,1019.23,476.17,1.21,-0.63,1254.44,8.06,988.61,302.78
1616.72,-0.14,1019.22,486.16,1.0,-0.58,1202.83,9.19,960.18,287.75
1592.14,-0.13,1019.26,493.35,0.95,-0.53,1214.65,9.48,993.72,302.65
1664.99,-0.21,1019.25,493.18,0.92,-0.57,1262.06,8.64,992.26,277.22
1630.38,-0.2,1019.22,474.74,1.01,-0.51,1296.81,7.27,945.08,280.08
1653.71,-0.27,1019.18,501.75,1.22,-0.44,1303.18,6.09,939.75,266.62
1584.33,-0.28,1019.17,472.49,1.04,-0.49,1326.24,5.65,926.97,273.89
1616.41,-0.29,1019.17,461.17,1.04,-0.4,1315.43,6.65,939.62,289.17
1618.45,-0.23,1019.09,467.35,0.96,-0.34,1338.62,7.08,935.57,301.93
1632.72,-0.22,1019.07,463.15,1.08,-0.33,1350.14,6.63,899.92,291.44
1647.2,-0.23,1019.07,472.59,1.11,-0.27,1352.0,6.44,861.23,285.72
1623.24,-0.23,1019.05,422.61,1.23,-0.22,1322.68,6.69,850.4,261.36
1624.46,-0.25,1019.05,443.07,1.13,-0.21,1321.75,6.16,877.72,280.92
1656.84,-0.27,1019.03,442.73,1.02,-0.23,1225.9,6.49,889.64,310.42
1610.35,-0.21,1019.0,462.83,1.06,-0.27,1219.48,6.37,907.87,317.52
1669.07,-0.21,1018.98,458.82,1.02,-0.25,1274.33,6.16,917.56,310.83
1716.04,-0.2,1018.96,457.94,0.97,-0.34,1227.29,6.44,902.22,327.05
1701.17,-0.13,1018.94,438.66,0.97,-0.37,1233.17,5.64,903.03,330.73
1662.36,-0.13,1018.91,436.26,0.87,-0.3,1314.25,5.33,947.59,301.56
1682.46,-0.13,1018.92,424.57,0.8,-0.21,1275.83,6.03,949.11,291.91
1683.25,-0.11,1018.91,411.6,0.85,-0.21,1223.2,5.73,968.03,265.67
1701.78,-0.07,1018.9,434.14,0.89,-0.3,1189.56,5.46,949.76,268.82
1648.66,-0.03,1018.91,444.93,0.85,-0.3,1258.9,5.67,910.0,250.34
1550.44,-0.05,1018.91,469.79,0.99,-0.28,1302.82,5.02,896.01,248.94
1602.44,0.02,1018.94,445.03,0.98,-0.21,1294.28,5.66,855.99,261.47
1472.08,-0.17,1018.93,434.76,0.95,-0.07,1295.58,5.85,888.35,237.58
1457.22,-0.18,1018.93,428.81,1.14,-0.06,1300.24,6.07,896.78,239.43
1516.73,-0.15,1018.97,433.04,1.21,-0.17,1295.99,5.65,901.88,241.29
1599.53,-0.23,1018.96,455.7,1.28,-0.19,1291.03,5.33,895.83,244.54
1632.5,-0.26,1018.95,464.21,1.16,-0.18,1315.96,6.28,917.45,251.48
1682.1,-0.25,1018.89,446.32,1.19,-0.18,1298.83,6.52,956.4,272.1
1724.94,-0.19,1018.87,440.36,1.19,-0.25,1263.55,6.86,925.74,266.87
1690.83,-0.18,1018.85,452.12,1.26,-0.31,1298.91,6.69,935.44,281.41
1657.17,-0.22,1018.84,440.86,1.26,-0.33,1305.15,7.82,951.91,268.84
1671.9,-0.22,1018.78,420.93,1.41,-0.24,1335.38,7.55,940.73,285.27
1662.83,-0.2,1018.78,426.35,1.27,-0.23,1362.92,7.53,931.79,283.23
1637.0,-0.29,1018.78,429.22,1.23,-0.3,1364.38,7.8,931.48,290.65
1617.99,-0.21,1018.74,448.71,1.16,-0.39,1345.81,7.63,952.99,265.15
1546.93,-0.24,1018.72,446.06,1.18,-0.42,1297.56,7.87,951.21,281.38
1558.53,-0.22,1018.7,472.81,1.31,-0.43,1294.97,7.33,986.1,269.52
1538.89,-0.2,1018.69,495.38,1.29,-0.52,1319.17,7.4,941.05,230.56
1620.66,-0.16,1018.68,495.94,1.28,-0.46,1368.72,7.5,924.38,228.71
1606.21,-0.19,1018.67,462.63,1.28,-0.5,1409.9,6.91,954.47,227.36
1632.2,-0.18,1018.65,477.05,1.16,-0.47,1378.71,6.87,970.5,235.9
1778.27,-0.11,1018.65,465.87,1.27,-0.43,1411.16,6.79,985.88,228.63
1746.82,-0.13,1018.68,451.39,1.3,-0.48,1414.13,7.54,966.55,218.63
1758.61,-0.18,1018.66,443.55,1.28,-0.44,1373.99,6.56,1003.38,240.36
1718.88,-0.24,1018.62,465.78,1.35,-0.4,1342.72,6.22,1003.68,243.39
1721.56,-0.27,1018.59,473.68,1.27,-0.4,1345.8,5.6,1040.26,260.87
1740.69,-0.22,1018.55,480.28,1.22,-0.31,1280.98,4.73,1011.9,261.37
1732.98,-0.21,1018.49,467.84,1.28,-0.28,1311.16,3.89,1014.21,257.06
1708.58,-0.2,1018.42,454.3,1.26,-0.32,1294.47,4.01,1040.48,277.34
1716.75,-0.16,1018.4,502.9,1.23,-0.27,1290.17,3.74,1022.06,246.25
1765.68,-0.12,1018.4,497.35,1.36,-0.33,1284.22,3.89,1041.23,252.3
1738.15,-0.07,1018.41,508.3,1.27,-0.39,1306.07,4.51,1039.37,239.6
1725.98,-0.06,1018.38,493.06,1.06,-0.36,1217.62,4.4,1071.16,242.77
1720.95,-0.1,1018.43,477.88,1.04,-0.42,1162.41,4.48,1064.67,250.81
1736.06,-0.13,1018.43,481.67,1.13,-0.44,1072.58,4.58,986.55,255.26
1678.2,-0.1,1018.43,445.43,1.0,-0.47,1126.62,4.82,960.08,246.8
1603.47,-0.08,1018.46,455.88,1.05,-0.43,1141.34,5.19,995.74,272.32
1542.67,-0.08,1018.46,470.21,0.99,-0.42,1085.41,4.95,1039.73,284.08
1526.75,-0.11,1018.47,467.19,0.99,-0.39,1110.43,4.94,1091.89,286.25
1569.01,-0.16,1018.47,450.73,0.89,-0.43,1104.59,4.23,1120.23,284.54
1557.48,-0.15,1018.45,445.69,1.03,-0.43,1075.72,3.48,1073.8,282.98
1564.69,-0.16,1018.42,427.8,1.05,-0.48,1116.92,4.06,1093.15,288.4
1602.58,-0.12,1018.38,420.41,1.06,-0.47,1085.66,4.49,1132.92,308.12
1585.73,-0.04,1018.36,367.47,1.02,-0.47,1099.02,5.1,1116.77,294.17
1582.79,-0.03,1018.37,364.9,1.12,-0.46,1148.76,5.59,1086.82,287.79
1611.79,-0.18,1018.37,393.34,1.23,-0.48,1144.42,5.01,1108.02,293.78
1557.57,-0.18,1018.36,376.22,1.4,-0.43,1139.07,5.65,1092.74,287.14
1604.26,-0.19,1018.36,372.64,1.37,-0.36,1146.58,5.55,1084.06,287.63
1596.02,-0.23,1018.35,404.68,1.38,-0.38,1125.01,6.01,1060.17,279.2
1602.83,-0.2,1018.32,404.25,1.33,-0.32,1223.04,5.53,1048.23,276.28
1540.16,-0.22,1018.29,434.46,1.32,-0.26,1206.09,6.1,1081.38,251.21
1534.27,-0.14,1018.26,402.91,1.4,-0.27,1213.91,4.93,1040.77,260.33
1500.65,-0.12,1018.21,441.87,1.37,-0.29,1199.83,5.25,1011.11,280.64
1506.82,-0.06,1018.21,440.49,1.14,-0.28,1185.5,4.2,997.93,278.79
1480.07,-0.04,1018.2,406.91,1.03,-0.3,1141.91,4.62,1051.63,278.58
1568.92,-0.07,1018.22,393.74,1.2,-0.35,1224.01,4.17,1041.04,291.06
1603.34,-0.1,1018.24,391.49,0.98,-0.29,1192.39,3.98,1002.16,286.98
1448.42,-0.14,1018.31,378.33,1.02,-0.31,1261.04,4.49,1034.7,279.35
1463.96,-0.2,1018.31,369.97,1.06,-0.3,1309.02,5.58,1046.51,292.92
1475.23,-0.2,1018.22,383.08,0.83,-0.34,1363.84,6.0,1039.57,296.32
1447.26,-0.26,1018.29,389.36,0.73,-0.36,1466.33,5.86,1001.63,312.52
1481.6,-0.28,1018.28,409.17,0.68,-0.31,1385.21,6.0,979.74,299.3
1472.71,-0.31,1018.25,432.37,0.83,-0.37,1377.52,6.18,1044.25,282.03
1320.84,-0.27,1018.28,435.5,0.89,-0.35,1417.7,5.68,1087.52,289.96
1321.51,-0.32,1018.26,430.72,0.8,-0.34,1388.82,5.17,1061.93,284.07
1386.28,-0.28,1018.22,424.87,0.78,-0.33,1362.84,4.76,1072.54,286.28
1408.49,-0.27,1018.18,404.13,0.91,-0.35,1341.35,4.67,1075.4,282.42
1445.38,-0.36,1018.19,378.96,0.92,-0.39,1335.4,4.3,1043.36,307.34
1449.84,-0.34,1018.12,352.52,0.97,-0.43,1322.36,4.55,1012.62,287.23
1486.42,-0.31,1018.07,385.65,0.89,-0.4,1386.23,4.98,1041.93,280.76
1489.98,-0.38,1018.04,393.88,1.04,-0.38,1364.66,4.56,1022.63,285.08
1439.75,-0.36,1017.99,398.48,1.05,-0.42,1306.29,5.55,1019.13,286.78
1462.57,-0.34,1017.87,385.08,1.06,-0.31,1269.68,5.39,1014.76,277.49
1444.17,-0.43,1017.82,409.33,0.85,-0.37,1296.62,5.43,1036.07,294.86
1483.67,-0.37,1017.81,378.22,0.84,-0.4,1341.3,6.61,1069.17,312.92
1577.83,-0.32,1017.7,398.69,0.63,-0.34,1299.4,5.98,1084.25,313.01
1566.92,-0.25,1017.79,404.21,0.65,-0.38,1282.63,6.09,1137.8,311.3
1536.61,-0.27,1017.76,420.49,0.74,-0.35,1315.85,6.17,1106.13,327.89
1529.88,-0.23,1017.76,435.19,0.82,-0.32,1341.81,6.86,1069.83,318.55
1553.72,-0.2,1017.74,406.2,0.81,-0.34,1302.13,6.7,1083.69,305.14
1532.05,-0.18,1017.72,415.97,0.8,-0.29,1307.39,6.95,1061.37,289.81
1509.95,-0.1,1017.71,419.03,0.75,-0.4,1343.09,7.58,1062.89,285.99
1528.9,-0.13,1017.7,420.05,0.7,-0.34,1361.12,7.11,1048.51,306.86
1581.54,-0.17,1017.7,428.47,0.83,-0.35,1359.73,7.08,1037.8,304.15
1616.36,-0.29,1017.74,452.86,0.93,-0.41,1311.68,7.39,1030.5,309.87
1584.21,-0.25,1017.72,467.17,0.93,-0.33,1324.81,7.63,1019.03,312.58
1579.67,-0.35,1017.69,478.05,0.85,-0.32,1266.61,7.48,1019.12,322.62
1490.32,-0.35,1017.64,488.22,0.75,-0.37,1223.37,7.42,970.22,320.31
1474.97,-0.29,1017.61,507.75,0.86,-0.38,1307.5,7.24,950.5,324.21
1406.57,-0.35,1017.6,461.71,1.0,-0.41,1266.51,7.25,901.33,309.48
1465.41,-0.27,1017.6,427.71,1.0,-0.42,1305.99,7.08,940.24,299.39
1500.65,-0.29,1017.57,415.48,0.84,-0.34,1283.07,7.36,967.84,295.57
1526.22,-0.25,1017.59,404.78,0.9,-0.4,1287.16,6.89,1007.69,278.96
1565.86,-0.2,1017.56,391.75,0.87,-0.32,1377.71,7.0,1007.83,289.1
